r (m) ,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0,0.071428571,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5
z (m) ,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.214285714,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.642857143,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.785714286,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t (hr) ,T (degC) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,27.99853569,27.99628127,27.99515317,27.99740915,27.9996641,28.0019176,28.00417973,28.00095576,28.00397446,28.00171021,28.00057718,28.00284301,28.00510779,28.00737112,28.00964308,28.0064233,28.00397392,28.00170387,28.00056794,28.00283957,28.00511014,28.00737926,28.009657,28.00644299,28.00397884,28.0017059,28.00056852,28.00284305,28.00511652,28.00738854,28.00966917,28.00645804,28.00397884,28.00170589,28.00056852,28.00284305,28.00511652,28.00738854,28.00966917,28.00645804,28.00397377,28.00170372,28.0005678,28.00283942,28.00510999,28.00737911,28.00965685,28.00644284,28.00396363,28.00169937,28.00056635,28.00283217,28.00509695,28.00736028,28.00963223,28.00641246,28.00394843,28.00169285,28.00056418,28.00282131,28.00507741,28.00733206,28.00959535,28.00636694,28.00392819,28.00168418,28.00056129,28.00280686,28.00505139,28.00729449,28.00954623,28.00630634,28.00390295,28.00167336,28.00055768,28.00278882,28.00501893,28.00724761,28.00948496,28.00623073,28.00387273,28.0016604,28.00055336,28.00276722,28.00498007,28.00719149,28.0094116,28.00614022,28.00383757,28.00164533,28.00054834,28.0027421,28.00493485,28.00712621,28.00932626,28.00603491,28.00379766,28.0016283,28.00054276,28.00271363,28.00488349,28.00705197,28.00922918,28.00591508,28.00376345,28.00161974,28.00054703,28.00269223,28.00483645,28.0069793,28.0091309,28.00579129,27.99829034,27.99617608,27.99511811,27.99723384,27.99934859,28.00146199,28.00358417,28.00022088
0.1,31.79444537,28.77063566,27.05369485,30.82126834,34.67753956,38.53413656,42.38330792,40.42280674,35.18685452,31.47849458,29.3716931,34.03302866,38.81710953,43.60188145,48.37622866,45.58287843,35.20882263,31.49059757,29.37822291,34.05208201,38.84908328,43.64677936,48.43399944,45.63712393,35.21803088,31.49505741,29.37998515,34.05981319,38.86294073,43.66676397,48.4601016,45.66228416,35.21803088,31.49505741,29.37998515,34.05981319,38.86294073,43.66676397,48.4601016,45.66228417,35.20882518,31.4905999,29.37822516,34.05208466,38.84908641,43.64678296,48.43400345,45.63712655,35.19042553,31.48169057,29.3747074,34.03663745,38.82139543,43.60684645,48.38184045,45.58684342,35.16285541,31.46834078,29.36943639,34.01349127,38.77990314,43.54700538,48.30367917,45.51149894,35.12614997,31.45056757,29.36241883,33.98267565,38.72466245,43.46733607,48.19961927,45.41118917,35.08035601,31.42839358,29.35366367,33.94422986,38.65574378,43.36794007,48.0697934,45.28604202,35.02553192,31.4018471,29.34318208,33.89820295,38.57323502,43.24894417,47.91436715,45.13621707,34.96174764,31.37096198,29.33098743,33.8446536,38.4772414,43.11050012,47.73353875,44.96190542,34.88908201,31.33577532,29.31709305,33.78364754,38.36788234,42.95278103,47.52753499,44.7633269,34.80412158,31.29317458,29.29852823,33.7117215,38.24112684,42.77118634,47.29121645,44.53692673,31.43998904,28.59995803,26.98736094,30.52620902,34.14845218,37.77100308,41.38645451,39.45109116
0.2,35.46248811,30.45255006,27.69833283,34.4257162,41.55124251,48.68353238,55.74002206,50.76324921,41.30859061,34.74188929,31.15312889,40.09917222,49.63095572,59.17330324,68.59499922,61.09670653,41.38802584,34.79824769,31.19770907,40.17769143,49.74702343,59.32701471,68.78470856,61.2457703,41.40525182,34.80704594,31.20190598,40.19338291,49.7749692,59.3672288,68.83706763,61.29177602,41.40525211,34.80704621,31.20190624,40.19338322,49.77496959,59.36722927,68.83706813,61.29177631,41.38815538,34.79836467,31.19782261,40.17783209,49.74719833,59.32722413,68.78494318,61.2459146,41.35398374,34.78101267,31.18966056,40.14674965,49.69169125,59.24726491,68.68075979,61.15424968,41.30278079,34.75501235,31.1774305,40.10017558,49.60851918,59.12745364,68.52465089,61.01689853,41.23461183,34.72039687,31.16114803,40.03816926,49.49778816,58.96794308,68.31681556,60.8340363,41.14956376,34.67721035,31.1408339,39.96080975,49.35963938,58.76893659,68.05751876,60.6058961,41.04774503,34.62550787,31.11651403,39.8681957,49.19424901,58.53068798,67.74709116,60.33276888,40.92928525,34.56535512,31.08821917,39.76044493,49.00182763,58.25350067,67.38592823,60.01500274,40.79420922,34.49671417,31.05587397,39.63755832,48.78245242,57.93752802,66.97426729,59.65286584,40.59870952,34.38149826,30.98375,39.45370915,48.47825813,57.51280401,66.43137328,59.19237933,34.85527709,30.14714045,27.55897782,33.88192145,40.57943487,47.28331182,53.91464172,49.12794335
0.3,38.51304021,32.04781182,28.6642565,37.8903093,47.95817961,58.04677396,67.81314993,59.22476437,46.65972032,37.81786732,33.26133199,46.15656017,60.35771728,74.59256552,88.283314,74.78629948,46.87715082,37.98558726,33.4089304,46.39268975,60.69930066,75.04019641,88.82159656,75.15877326,46.90293118,37.99984447,33.41733815,46.41816642,60.74369327,75.10355347,88.90305213,75.22503934,46.90294495,37.9998574,33.41735151,46.41818362,60.74371572,75.1035811,88.9030814,75.22505539,46.87883671,37.98710393,33.41044246,46.39469367,60.70195536,75.04350492,88.82527092,75.16091171,46.83065077,37.96161307,33.39663297,46.34774345,60.61848757,74.92342877,88.66974882,75.03270595,46.75844874,37.92341743,33.37594075,46.27739302,60.49341902,74.74350609,88.43671377,74.84060184,46.66232267,37.87256572,33.3483922,46.18373208,60.32690921,74.50396632,88.1264629,74.58484433,46.54239512,37.80912278,33.31402244,46.06688003,60.1191704,74.20511483,87.73939176,74.26575947,46.39881892,37.73316941,33.27287519,45.92698578,59.87046736,73.84733254,87.27599377,73.8837541,46.23176395,37.64479001,33.22499007,45.76421135,59.5810961,73.43104984,86.73683256,73.43930041,46.03983907,37.54264836,33.1689847,45.57687349,59.24894328,72.95372092,86.11918716,72.93098157,45.66227551,37.29071402,32.97662219,45.18621034,58.63241314,72.11045826,85.06779847,72.13222086,37.70473444,31.62654683,28.44602891,37.12161484,46.58965738,56.07718235,65.25763854,57.06516099
0.4,41.18960066,33.57452502,29.78914123,41.25247943,54.06459199,66.91617324,79.02250663,66.63221276,51.50428515,40.77754907,35.58096827,52.19695557,70.98004162,89.82886665,107.3819611,87.31972042,51.92589198,41.11146163,35.88749379,52.68357415,71.6899392,90.76354285,108.4910165,88.04150881,51.96258433,41.13373754,35.90317126,52.72273325,71.75609777,90.85679405,108.6085124,88.13074211,51.96266147,41.13381033,35.90324764,52.72283338,71.7562306,90.85695879,108.6086853,88.13083555,51.93210092,41.11706061,35.89316891,52.69130361,71.70042636,90.77678862,108.5056173,88.04983364,51.87101715,41.08358092,35.87302256,52.62828207,71.58888618,90.61654702,108.2996092,87.88793133,51.77948893,41.03341477,35.84283517,52.53385027,71.42175381,90.37644022,107.9909257,87.64533612,51.65763297,40.96662615,35.80264523,52.40812865,71.19924239,90.0567744,107.5799604,87.32235736,51.50560461,40.88330019,35.75250398,52.25127746,70.92163559,89.65795708,107.0672372,86.9194068,51.32359695,40.78354238,35.69247451,52.06349568,70.58928605,89.18049522,106.4534083,86.43699747,51.11176847,40.66741032,35.62256052,51.84492829,70.20249331,88.62484433,105.739096,85.87565784,50.86457493,40.52979375,35.53753193,51.58868747,69.75210667,87.97958962,104.9118664,85.22849036,50.24570961,40.08909804,35.16894994,50.90248943,68.68833965,86.53623807,103.1466887,83.98353865,40.20900433,33.04766393,29.48878065,40.27233169,52.32614046,64.41701462,75.79913138,64.02276901
0.5,43.56503431,35.04105138,31.02879222,44.52506831,59.91541869,75.36562952,89.46872746,73.21509266,55.91907618,43.64501524,38.08232058,58.21900839,81.48236967,104.8468336,125.8180142,98.87011848,56.60429271,44.19583693,38.60330534,59.05224294,82.71299131,106.4773506,127.7316508,100.0681814,56.65617628,44.23041755,38.63115747,59.11181371,82.81037396,106.6126546,127.8978015,100.1864107,56.65644256,44.23067035,38.63142654,59.11217155,82.81085452,106.6132536,127.8984247,100.1867437,56.61989861,44.20997385,38.61787149,59.07249704,82.74095665,106.5129869,127.7706128,100.0900445,56.54684985,44.16859991,38.59077072,58.99318833,82.60123652,106.3125648,127.5151355,99.8967608,56.43739316,44.10660493,38.55016271,58.87435167,82.39187908,106.0122512,127.1323271,99.60714357,56.29166817,44.02406801,38.4960993,58.71613868,82.11315138,105.6124292,126.6226758,99.22156211,56.10986061,43.92109432,38.42864937,58.51875097,81.76540868,105.1136085,125.986831,98.74050796,55.89219875,43.79781168,38.34789512,58.28243541,81.34908809,104.5164173,125.2255962,98.16459063,55.63870812,43.65413764,38.25368531,58.00715867,80.86427459,103.821064,124.3393675,97.49423758,55.33534351,43.47721767,38.13274791,57.67482918,80.28630364,102.9963415,123.2941999,96.71059741,54.42219905,42.79997333,37.5331842,56.60192312,78.63207708,100.7574976,120.6003491,94.90907513,42.43438909,34.41639354,30.64386492,43.34404114,57.82871059,72.36951498,85.63082091,70.21243477
